AC,CL,DE,GA,ID,ML,NE,TP
PF15256.5,,SPATIAL,27.00; 27.00;,SPATIAL,199,,Family
PF07780.11,,Spb1 C-terminal domain,25.00; 25.00;,Spb1_C,211,,Domain
PF06645.12,,Microsomal signal peptidase 12 kDa subunit (SPC12),22.60; 22.60;,SPC12,71,,Family
PF04573.11,,Signal peptidase subunit,25.00; 25.00;,SPC22,168,,Family
PF08286.10,,Spc24 subunit of Ndc80,25.30; 25.30;,Spc24,105,,Family
PF06703.10,,Microsomal signal peptidase 25 kDa subunit (SPC25),23.60; 23.60;,SPC25,162,,Family
PF17082.4,,Spindle Pole Component 29,31.00; 31.00;,Spc29,244,,Family
PF11544.7,,Spindle pole body component Spc42p,22.30; 22.30;,Spc42p,75,,Family
PF08317.10,,Spc7 kinetochore protein,34.20; 34.20;,Spc7,310,,Coiled-coil
PF15577.5,,Spc7_C2,22.30; 22.30;,Spc7_C2,62,,Family
PF15402.5,,N-terminus of kinetochore NMS complex subunit Spc7,27.00; 27.00;,Spc7_N,925,,Domain
PF04130.12,CL0540,Spc97 / Spc98 family,27.00; 27.00;,Spc97_Spc98,537,7tm_1,Family
PF05122.12,,Mobile element transfer protein,25.00; 25.00;,SpdB,50,,Domain
PF03771.15,,Domain of unknown function (DUF317),25.00; 25.00;,SPDY,62,,Domain
PF15795.4,,Ectodermal ciliogenesis protein,27.00; 27.00;,Spec3,85,,Family
PF10136.8,,Site-specific recombinase,23.10; 23.10;,SpecificRecomb,641,,Family
PF00435.20,,Spectrin repeat,29.00; 24.20;,Spectrin,105,,Domain
PF16650.4,,Unstructured region on SPEG complex protein,33.10; 33.10;,SPEG_u2,57,,Disordered
PF15670.4,,Spermatid maturation protein 1,27.00; 27.00;,Spem1,250,,Family
PF15059.5,,Speriolin C-terminus,27.00; 27.00;,Speriolin_C,148,,Family
PF15058.5,,Speriolin N terminus,27.00; 27.00;,Speriolin_N,200,,Family
PF01564.16,CL0063,Spermine/spermidine synthase domain,21.60; 21.60;,Spermine_synth,188,,Domain
PF17284.1,,Spermidine synthase tetramerisation domain,22.10; 22.10;,Spermine_synt_N,53,,Domain
PF08250.10,,Sperm-activating peptides,18.00; 18.00;,Sperm_act_pep,10,,Family
PF05324.12,,Sperm antigen HE2,20.10; 20.10;,Sperm_Ag_HE2,69,,Family
PF15754.4,,Sperm equatorial segment protein 1,27.00; 27.00;,SPESP1,319,,Family
PF15171.5,,"Neuropeptide secretory protein family, NPQ, spexin",27.00; 27.00;,Spexin,90,,Family
PF17325.1,,Stationary phase protein 4,25.00; 25.00;,SPG4,109,,Family
PF14764.5,,"AP-5 complex subunit, vesicle trafficking",25.00; 25.00;,SPG48,118,,Family
PF05541.11,,Entomopoxvirus spheroidin protein,25.00; 25.00;,Spheroidin,944,,Family
PF12138.7,,Spherulation-specific family 4,28.50; 28.50;,Spherulin4,240,,Family
PF15678.4,,Centriole duplication and mitotic chromosome congression,27.00; 27.00;,SPICE,414,,Family
PF11260.7,,Major ampullate spidroin 1 and 2,25.00; 25.00;,Spidroin_MaSp,85,,Family
PF16763.4,,"Major ampullate spidroin 1, spider silk protein 1, N-term",27.00; 27.00;,Spidroin_N,125,,Domain
PF16451.4,CL0004,Spike glycoprotein N-terminal domain,27.00; 27.00;,Spike_NTD,273,,Domain
PF09408.9,,Spike receptor binding domain,25.80; 25.80;,Spike_rec_bind,212,,Domain
PF17072.4,CL0595,Torovirinae spike glycoprotein,27.00; 27.00;,Spike_torovirin,1583,,Family
PF02513.16,,Spin/Ssty Family,25.00; 25.00;,Spin-Ssty,50,,Repeat
PF08234.11,,Chromosome segregation protein Spc25,22.30; 22.30;,Spindle_Spc25,73,,Family
PF05215.12,,Spiralin,20.80; 20.80;,Spiralin,239,,Family
PF04435.17,,Domain of unknown function (DUF545)  ,22.10; 22.10;,SPK,104,,Family
PF11132.7,,Transcriptional regulator protein (SplA),25.00; 25.00;,SplA,74,,Family
PF08769.10,CL0236,Sporulation initiation factor Spo0A C terminal,25.00; 25.00;,Spo0A_C,104,,Domain
PF07070.10,CL0135,SpoOM protein,20.40; 20.40;,Spo0M,210,,Family
PF03533.13,,SPO11 homologue,21.10; 21.10;,SPO11_like,43,,Family
PF05032.11,,Spo12 family,20.50; 20.50;,Spo12,35,,Family
PF08631.9,CL0020,Meiosis protein SPO22/ZIP4 like,27.50; 27.50;,SPO22,276,,Family
PF03907.12,,Spo7-like protein,27.50; 27.50;,Spo7,221,,Family
PF15407.5,CL0221,Sporulation protein family 7,25.00; 25.00;,Spo7_2_N,64,,Domain
PF14689.5,,"Sensor_kinase_SpoOB-type, alpha-helical domain",28.10; 28.10;,SPOB_a,62,,Domain
PF14682.5,,"Sporulation initiation phospho-transferase B, C-terminal",27.00; 27.00;,SPOB_ab,113,,Domain
PF07744.12,CL0616,SPOC domain,21.30; 21.30;,SPOC,150,,Domain
PF11964.7,CL0502,SpoIIAA-like,25.00; 25.00;,SpoIIAA-like,95,,Family
PF08486.9,,Stage II sporulation protein,21.00; 21.00;,SpoIID,95,,Family
PF07228.11,CL0238,Stage II sporulation protein E (SpoIIE),20.30; 20.30;,SpoIIE,193,,Family
PF06686.10,,Stage III sporulation protein AC/AD protein family,21.00; 21.00;,SpoIIIAC,56,,Family
PF12685.6,,SpoIIIAH-like protein,30.60; 30.60;,SpoIIIAH,210,,Family
PF12116.7,CL0123,Stage III sporulation protein D,20.60; 20.60;,SpoIIID,82,,Family
PF01944.16,,Stage II sporulation protein M,26.90; 26.90;,SpoIIM,156,,Family
PF07454.10,CL0035,Stage II sporulation protein P (SpoIIP),24.40; 24.40;,SpoIIP,266,,Family
PF14171.5,,"Toxin SpoIISA, type II toxin-antitoxin system",27.00; 27.00;,SpoIISA_toxin,243,,Family
PF14185.5,,"Antitoxin SpoIISB, type II toxin-antitoxin system ",27.00; 27.00;,SpoIISB_antitox,56,,Family
PF06468.12,CL0154,Spondin_N,21.40; 21.40;,Spond_N,192,,Family
PF09388.9,,Spo0E like sporulation regulatory protein,20.90; 20.90;,SpoOE-like,42,,Family
PF05036.12,,Sporulation related domain,20.70; 20.70;,SPOR,76,,Domain
PF11122.7,,Inner spore coat protein D,19.60; 19.60;,Spore-coat_CotD,99,,Family
PF10612.8,,Spore coat protein Z,19.90; 19.90;,Spore-coat_CotZ,161,,Family
PF14153.5,,Spore coat protein CotO,35.00; 35.00;,Spore_coat_CotO,192,,Family
PF10957.7,,Sporulation protein Cse60 ,20.60; 20.60;,Spore_Cse60,60,,Family
PF05504.10,,"Spore germination B3/ GerAC like, C-terminal ",23.60; 23.60;,Spore_GerAC,164,,Family
PF09671.9,,Spore coat protein (Spore_GerQ),25.00; 25.00;,Spore_GerQ,76,,Family
PF09548.9,,Stage III sporulation protein AB (spore_III_AB),29.00; 29.00;,Spore_III_AB,170,,Family
PF09546.9,,Stage III sporulation protein AE (spore_III_AE),20.40; 20.40;,Spore_III_AE,323,,Family
PF09581.9,,Stage III sporulation protein AF (Spore_III_AF),28.30; 28.30;,Spore_III_AF,189,,Family
PF09551.9,,Stage II sporulation protein R (spore_II_R),25.00; 25.00;,Spore_II_R,128,,Family
PF09547.9,CL0023,Stage IV sporulation protein A (spore_IV_A),25.00; 25.00;,Spore_IV_A,492,,Family
PF03845.12,CL0062,Spore germination protein,23.40; 23.40;,Spore_permease,321,,Family
PF09575.9,,Small spore protein J (Spore_SspJ),25.00; 25.00;,Spore_SspJ,46,,Family
PF09578.9,,Spore cortex protein YabQ (Spore_YabQ),28.50; 28.50;,Spore_YabQ,78,,Family
PF14147.5,,Sporulation protein YhaL,27.00; 27.00;,Spore_YhaL,52,,Family
PF09580.9,,Sporulation lipoprotein YhcN/YlaJ (Spore_YhcN_YlaJ),26.70; 26.70;,Spore_YhcN_YlaJ,182,,Family
PF09577.9,,Sporulation protein YpjB (SpoYpjB),21.40; 21.40;,Spore_YpjB,230,,Family
PF09579.9,,Sporulation protein YtfJ (Spore_YtfJ),25.00; 25.00;,Spore_YtfJ,80,,Family
PF14034.5,,Sporulation protein YtrH,27.00; 27.00;,Spore_YtrH,101,,Family
PF09560.9,,Sporulation protein YunB (Spo_YunB),25.00; 25.00;,Spore_YunB,91,,Family
PF05642.10,,Sporozoite P67 surface antigen,28.00; 28.00;,Sporozoite_P67,727,,Family
PF12164.7,,Stage V sporulation protein AA,25.00; 25.00;,SporV_AA,89,,Domain
PF07084.11,,Thyroid hormone-inducible hepatic protein Spot 14,19.80; 19.80;,Spot_14,152,,Family
PF02590.16,CL0098,Predicted SPOUT methyltransferase,20.90; 20.90;,SPOUT_MTase,154,,Family
PF14419.5,CL0098,AF2226-like SPOUT RNA Methylase fused to THUMP,28.40; 28.40;,SPOUT_MTase_2,173,,Family
PF00588.18,CL0098,SpoU rRNA Methylase family,21.30; 21.30;,SpoU_methylase,142,,Family
PF12105.7,CL0098,"SpoU, rRNA methylase, C-terminal",25.00; 25.00;,SpoU_methylas_C,54,,Family
PF08032.11,CL0101,RNA 2'-O ribose methyltransferase substrate binding,22.80; 22.80;,SpoU_sub_bind,76,,Domain
PF08183.10,,Stage V sporulation protein family,20.60; 20.60;,SpoV,25,,Family
PF13782.5,,Stage V sporulation protein AB,25.00; 25.00;,SpoVAB,109,,Family
PF03862.12,,SpoVAC/SpoVAEB sporulation membrane protein,25.00; 25.00;,SpoVAC_SpoVAEB,114,,Family
PF07451.10,CL0046,Stage V sporulation protein AD (SpoVAD),22.10; 22.10;,SpoVAD,329,,Domain
PF14097.5,,Stage V sporulation protein AE1,27.00; 27.00;,SpoVAE,180,,Family
PF04026.11,,SpoVG,29.60; 29.60;,SpoVG,82,,Family
PF14069.5,,Stage VI sporulation protein F,27.00; 27.00;,SpoVIF,72,,Family
PF04293.12,,SpoVR like protein,21.50; 21.50;,SpoVR,418,,Family
PF04232.11,CL0441,Stage V sporulation protein S (SpoVS),20.60; 20.60;,SpoVS,83,,Family
PF15714.4,CL0161,"Stage V sporulation protein T C-terminal, transcription factor",27.50; 27.50;,SpoVT_C,126,,Domain
PF06550.10,CL0130,"Signal-peptide peptidase, presenilin aspartyl protease",23.90; 23.90;,SPP,283,,Family
PF07448.10,CL0121,Secreted phosphoprotein 24 (Spp-24) cystatin-like domain,21.80; 21.80;,Spp-24,64,,Domain
PF15356.5,,Psoriasis susceptibility locus 2,27.00; 27.00;,SPR1,114,,Family
PF12118.7,,SprA-related family,27.30; 27.30;,SprA-related,338,,Family
PF14349.5,,Motility related/secretion protein,27.00; 27.00;,SprA_N,507,,Family
PF13573.5,CL0159,SprB repeat,28.00; 20.00;,SprB,37,,Repeat
PF05210.12,,Sprouty protein (Spry),25.00; 25.00;,Sprouty,106,,Family
PF14820.5,,Small proline-rich 2,32.20; 32.20;,SPRR2,68,,Family
PF10263.8,CL0126,SprT-like family,25.60; 25.60;,SprT-like,115,,Domain
PF00622.27,CL0004,SPRY domain,26.30; 21.90;,SPRY,120,,Family
PF08644.10,CL0266,FACT complex subunit (SPT16/CDC68),25.00; 25.00;,SPT16,151,,Family
PF08243.10,,SPT2 chromatin protein,20.90; 20.90;,SPT2,108,,Domain
PF12090.7,,Spt20 family,32.00; 32.00;,Spt20,233,,Family
PF06093.12,CL0167,Spt4/RpoE2 zinc finger,25.00; 25.00;,Spt4,77,,Domain
PF03439.12,CL0439,"Early transcription elongation factor of RNA pol II, NGN section",20.20; 20.10;,Spt5-NGN,84,,Family
PF11942.7,,"Spt5 transcription elongation factor, acidic N-terminal",24.20; 24.20;,Spt5_N,99,,Domain
PF14632.5,,Acidic N-terminal SPT6,24.40; 24.40;,SPT6_acidic,89,,Family
PF11779.7,,Small subunit of serine palmitoyltransferase-like,25.00; 25.00;,SPT_ssu-like,54,,Family
PF03539.13,CL0129,Spumavirus aspartic protease (A9),20.90; 20.90;,Spuma_A9PTase,163,,Family
PF03534.12,,Salmonella virulence plasmid 65kDa B protein,21.30; 21.30;,SpvB,290,,Family
PF05563.11,,Salmonella plasmid virulence protein SpvD,25.00; 25.00;,SpvD,216,,Family
PF03779.13,,SPW repeat,20.80; 20.80;,SPW,48,,Repeat
PF03105.18,,SPX domain,27.40; 27.40;,SPX,383,,Domain
PF11357.7,,Cell cycle regulatory protein,25.00; 25.00;,Spy1,131,,Family
PF08999.9,,"Surfactant protein C, N terminal propeptide",25.00; 25.00;,SP_C-Propep,96,,Domain
PF16845.4,CL0121,Aspartic acid proteinase inhibitor,31.00; 31.00;,SQAPI,83,,Domain
PF13243.5,CL0059,Squalene-hopene cyclase C-terminal domain,26.10; 26.10;,SQHop_cyclase_C,319,,Domain
PF13249.5,CL0059,Squalene-hopene cyclase N-terminal domain,26.20; 26.20;,SQHop_cyclase_N,291,,Domain
PF00494.18,CL0613,Squalene/phytoene synthase,26.00; 26.00;,SQS_PSY,263,,Domain
PF00299.17,CL0096,Squash family serine protease inhibitor,22.00; 22.00;,Squash,29,,Domain
PF10500.8,,Nuclear RNA-splicing-associated protein,40.00; 40.00;,SR-25,227,,Disordered
PF13790.5,,SR1 protein,26.00; 26.00;,SR1P,37,,Family
PF07304.10,,Steroid receptor RNA activator (SRA1),23.30; 23.30;,SRA1,146,,Family
PF02586.13,,SOS response associated peptidase (SRAP),27.10; 27.10;,SRAP,220,,Family
PF08832.9,,Steroid receptor coactivator,25.00; 25.00;,SRC-1,88,,Domain
PF00530.17,CL0550,Scavenger receptor cysteine-rich domain,26.10; 26.10;,SRCR,100,,Domain
PF15494.5,CL0550,Scavenger receptor cysteine-rich domain,27.00; 27.00;,SRCR_2,98,,Domain
PF03125.17,CL0192,C. elegans Sre G protein-coupled chemoreceptor,20.70; 20.70;,Sre,365,,Family
PF00319.17,,SRF-type transcription factor (DNA-binding and dimerisation domain),20.40; 20.40;,SRF-TF,48,,Domain
PF07520.10,,Virulence factor SrfB,22.40; 22.40;,SrfB,991,,Family
PF02118.20,CL0192,Srg family chemoreceptor,21.90; 21.90;,Srg,275,,Family
PF08236.10,,SRI (Set2 Rpb1 interacting) domain,22.60; 22.60;,SRI,85,,Domain
PF04086.12,,"Signal recognition particle, alpha subunit, N-terminal",25.40; 25.40;,SRP-alpha_N,291,,Family
PF02290.14,CL0623,Signal recognition particle 14kD protein,21.20; 21.20;,SRP14,95,,Domain
PF01922.16,,SRP19 protein,21.70; 21.70;,SRP19,94,,Family
PF00660.16,,Seripauperin and TIP1 family,25.00; 25.00;,SRP1_TIP1,99,,Family
PF05022.11,,"SRP40, C-terminal domain",20.90; 20.90;,SRP40_C,76,,Domain
PF00448.21,CL0023,"SRP54-type protein, GTPase domain",22.70; 22.70;,SRP54,196,,Domain
PF02881.18,,"SRP54-type protein, helical bundle domain",22.40; 22.40;,SRP54_N,75,,Domain
PF16969.4,,RNA-binding signal recognition particle 68,26.10; 26.10;,SRP68,559,,Family
PF08492.11,,SRP72 RNA-binding domain,25.00; 25.00;,SRP72,58,,Domain
PF05486.11,CL0623,Signal recognition particle 9 kDa protein (SRP9),20.90; 20.90;,SRP9-21,97,,Domain
PF09439.9,CL0023,Signal recognition particle receptor beta subunit,20.50; 20.50;,SRPRB,181,,Domain
PF02978.18,,Signal peptide binding domain,20.30; 20.30;,SRP_SPB,99,,Domain
PF17004.4,CL0020,Putative TPR-like repeat,35.00; 35.00;,SRP_TPR_like,117,,Repeat
PF07709.10,,Seven Residue Repeat,20.60; 2.30;,SRR,14,,Repeat
PF07985.11,,SRR1,20.70; 20.70;,SRR1,55,,Domain
PF15230.5,,Serine/arginine repetitive matrix protein C-terminus,27.00; 27.00;,SRRM_C,67,,Family
PF15872.4,,Serine-rich and transmembrane domain-containing protein 1,27.00; 27.00;,SRTM1,103,,Family
PF09201.9,CL0212,"SRX, signal recognition particle receptor alpha subunit",29.10; 29.10;,SRX,148,,Domain
PF00436.24,CL0021,Single-strand binding protein family,21.90; 21.90;,SSB,104,,Domain
PF10141.8,,"Single-strand DNA-specific exonuclease, C terminal domain",26.40; 26.40;,ssDNA-exonuc_C,202,,Family
PF04503.12,,"Single-stranded DNA binding protein, SSDP",21.70; 21.70;,SSDP,285,,Family
PF07179.11,,SseB protein N-terminal domain,19.90; 19.90;,SseB,126,,Domain
PF14581.5,,SseB protein C-terminal domain,22.50; 22.50;,SseB_C,106,,Domain
PF04888.11,,Secretion system effector C (SseC) like family ,30.20; 30.20;,SseC,322,,Family
PF00474.16,CL0062,Sodium:solute symporter family,22.80; 22.80;,SSF,406,,Family
PF14723.5,,Sperm-specific antigen 2 C-terminus,25.00; 25.00;,SSFA2_C,180,,Family
PF04686.11,CL0609,"Streptomyces sporulation and cell division protein, SsgA",25.00; 25.00;,SsgA,98,,Family
PF00720.16,,Subtilisin inhibitor-like,21.80; 21.80;,SSI,92,,Domain
PF04056.13,CL0128,Ssl1-like,20.70; 20.70;,Ssl1,193,,Family
PF09199.9,CL0658,Staphylococcal superantigen-like OB-fold domain ,20.80; 20.80;,SSL_OB,84,,Domain
PF06933.10,,Special lobe-specific silk protein SSP160,25.00; 25.00;,SSP160,756,,Family
PF04386.12,,Stringent starvation protein B,20.00; 20.00;,SspB,160,,Family
PF08141.11,,Small acid-soluble spore protein H family,25.00; 25.00;,SspH,58,,Family
PF14098.5,,"Small, acid-soluble spore protein I",27.00; 27.00;,SSPI,65,,Family
PF08176.11,,Small acid-soluble spore protein K family,25.00; 25.00;,SspK,47,,Family
PF08177.10,,Small acid-soluble spore protein N family,25.00; 25.00;,SspN,46,,Family
PF08175.11,,Small acid-soluble spore protein O family,20.60; 20.60;,SspO,50,,Family
PF08179.11,,Small acid-soluble spore protein P family,25.00; 25.00;,SspP,44,,Family
PF03531.13,CL0266,Structure-specific recognition protein (SSRP1),22.20; 22.20;,SSrecog,69,,Domain
PF15836.4,,"SSTK-interacting protein, TSSK6-activating co-chaperone protein",27.00; 27.00;,SSTK-IP,125,,Family
PF04722.12,CL0031,Ssu72-like protein,25.00; 25.00;,Ssu72,191,,Family
PF11966.7,,Fibronectin-binding repeat,25.00; 25.00;,SSURE,81,,Repeat
PF07935.10,,ORF D-335-like protein,21.60; 21.60;,SSV1_ORF_D-335,67,,Family
PF09514.9,,SSXRD motif,20.90; 20.90;,SSXRD,31,,Motif
PF05030.11,,SSXT protein (N-terminal region),25.60; 25.60;,SSXT,62,,Family
PF04184.11,CL0020,ST7 protein,24.10; 24.10;,ST7,538,,Family
PF16664.4,,Unstructured on SH3 and cysteine-rich domain-containing protein 2,27.80; 27.80;,STAC2_u1,129,,Disordered
PF08514.10,,STAG domain  ,25.00; 25.00;,STAG,113,,Family
PF03298.12,,Stanniocalcin family,23.00; 23.00;,Stanniocalcin,200,,Family
PF14731.5,CL0121,Staphopain proregion,27.00; 27.00;,Staphopain_pro,169,,Domain
PF09022.9,CL0354,Staphostatin A,24.10; 24.10;,Staphostatin_A,105,,Domain
PF09023.9,CL0354,Staphostatin B,25.00; 25.00;,Staphostatin_B,107,,Domain
PF04022.11,,Staphylocoagulase repeat,19.70; 19.70;,Staphylcoagulse,27,,Repeat
PF02821.15,CL0072,Staphylokinase/Streptokinase family,22.20; 22.20;,Staphylokinase,126,,Domain
PF05480.10,,Staphylococcus haemolytic protein,25.00; 25.00;,Staph_haemo,43,,Family
PF10100.8,,Staphylopine dehydrogenase,25.00; 25.00;,Staph_opine_DH,424,,Family
PF01123.19,CL0658,"Staphylococcal/Streptococcal toxin, OB-fold domain",20.70; 20.70;,Stap_Strp_toxin,85,,Family
PF02876.16,CL0386,"Staphylococcal/Streptococcal toxin, beta-grasp domain",21.00; 21.00;,Stap_Strp_tox_C,106,,Family
PF01852.18,CL0209,START domain,20.60; 20.60;,START,209,,Domain
PF16544.4,,Homodimerisation region of STAR domain protein,26.30; 26.30;,STAR_dimer,53,,Domain
PF01740.20,CL0502,STAS domain,21.90; 21.90;,STAS,117,,Domain
PF13466.5,CL0502,STAS domain,29.20; 29.20;,STAS_2,80,,Domain
PF12162.7,,STAT1 TAZ2 binding domain,21.60; 21.60;,STAT1_TAZ2bind,25,,Domain
PF12188.7,,Signal transducer and activator of transcription 2 C terminal,20.00; 20.00;,STAT2_C,56,,Domain
PF14596.5,,STAT6 C-terminal,25.00; 25.00;,STAT6_C,193,,Family
PF03875.12,,Statherin,25.00; 25.00;,Statherin,41,,Family
PF00836.18,,Stathmin family,23.00; 23.00;,Stathmin,136,,Family
PF01017.19,,"STAT protein, all-alpha domain",27.50; 27.50;,STAT_alpha,180,,Family
PF02864.14,CL0073,"STAT protein, DNA binding domain",20.20; 20.20;,STAT_bind,248,,Domain
PF02865.16,,"STAT protein, protein interaction domain",26.00; 26.00;,STAT_int,123,,Domain
PF16482.4,CL0196,Staufen C-terminal domain,27.00; 27.00;,Staufen_C,111,,Domain
PF12638.6,,Staygreen protein,27.00; 27.00;,Staygreen,148,,Domain
PF10330.8,,Putative Sin3 binding protein,25.00; 25.00;,Stb3,90,,Family
PF06406.10,CL0108,StbA protein,20.20; 20.20;,StbA,317,,Family
PF09075.9,,"Heat-stable enterotoxin B, secretory",25.00; 25.00;,STb_secrete,48,,Domain
PF12898.6,CL0167,Stc1 domain,24.80; 22.00;,Stc1,85,,Domain
PF17235.1,,STD1/MTH1,25.00; 25.00;,STD1,204,,Family
PF02200.15,,STE like transcription factor,25.00; 25.00;,STE,110,,Family
PF02116.14,,Fungal pheromone mating factor STE2 GPCR,26.20; 26.20;,STE2,280,,Family
PF02076.14,,Pheromone A receptor,29.20; 29.20;,STE3,289,,Family
PF11610.7,,"Scaffold protein Ste5, Fus3-binding region",20.60; 20.60;,Ste5,30,,Family
PF09235.9,CL0003,"Ste50p, sterile alpha motif",20.90; 20.90;,Ste50p-SAM,75,,Domain
PF12194.7,CL0128,Protein kinase Fus3-binding,25.00; 25.00;,Ste5_C,189,,Domain
PF17101.4,,"Stealth protein CR1, conserved region 1",27.20; 27.20;,Stealth_CR1,29,,Family
PF11380.7,,"Stealth protein CR2, conserved region 2",27.00; 27.00;,Stealth_CR2,108,,Family
PF17102.4,,"Stealth protein CR3, conserved region 3",24.20; 24.20;,Stealth_CR3,49,,Family
PF17103.4,,"Stealth protein CR4, conserved region 4",27.40; 27.40;,Stealth_CR4,55,,Family
PF03385.16,CL0110,STELLO glycosyltransferases,27.70; 27.70;,STELLO,388,,Family
PF03015.18,,Male sterility protein,21.40; 21.40;,Sterile,93,,Family
PF02544.15,CL0115,3-oxo-5-alpha-steroid 4-dehydrogenase ,22.60; 22.60;,Steroid_dh,150,,Family
PF12349.7,CL0322,Sterol-sensing domain of SREBP cleavage-activation,22.30; 22.30;,Sterol-sensing,153,,Family
PF08498.9,,Sterol methyltransferase C-terminal,21.70; 21.70;,Sterol_MT_C,66,,Family
PF17410.1,CL0656,Subtelomeric Variable Open Reading frame,25.30; 25.30;,Stevor,275,,Family
PF15809.4,,Simian taste bud-specific gene product family,27.00; 27.00;,STG,240,,Family
PF04885.12,,"Stigma-specific protein, Stig1",22.80; 22.80;,Stig1,139,,Family
PF15253.5,,SCL-interrupting locus protein N-terminus,27.00; 27.00;,STIL_N,404,,Family
PF12400.7,,STIMATE family,22.00; 22.00;,STIMATE,125,,Family
PF13756.5,CL0165,Stimulus-sensing domain,29.80; 29.80;,Stimulus_sens_1,111,,Family
PF09061.5,,Stirrup,26.60; 26.60;,Stirrup,79,,Domain
PF10494.8,,Serine-threonine protein kinase 19,21.60; 21.60;,Stk19,245,,Family
PF09598.9,,Stm1,21.80; 21.80;,Stm1_N,65,,Family
PF07660.13,,Secretin and TonB N terminus short domain,28.40; 28.40;,STN,52,,Family
PF10451.8,CL0021,Telomere regulation protein Stn1,21.50; 21.50;,Stn1,252,,Domain
PF09170.9,CL0123,"CST, Suppressor of cdc thirteen homolog, complex subunit STN1",21.90; 21.90;,STN1_2,177,,Domain
PF12659.6,,Telomere capping C-terminal wHTH,25.00; 25.00;,Stn1_C,120,,Domain
PF12191.7,CL0607,Tumour necrosis factor receptor stn_TNFRSF12A_TNFR domain,24.90; 24.90;,stn_TNFRSF12A,129,,Domain
PF16851.4,,Stomagen,27.00; 27.00;,Stomagen,50,,Domain
PF11585.7,,"Insect antimicrobial peptide, stomoxyn",25.00; 25.00;,Stomoxyn,42,,Family
PF12016.7,,Stonin 2,25.00; 25.00;,Stonin2_N,341,,Family
PF05217.11,,STOP protein,27.00; 27.00;,STOP,36,,Family
PF10264.8,,Winged helix Storkhead-box1 domain,21.20; 21.20;,Stork_head,79,,Family
PF16891.4,,Serine-threonine protein phosphatase N-terminal domain,26.80; 26.80;,STPPase_N,48,,Family
PF06638.10,,Strabismus protein,25.00; 25.00;,Strabismus,504,,Family
PF11083.7,,Lantibiotic streptin immunity protein,22.40; 22.40;,Streptin-Immun,93,,Domain
PF04270.12,,Streptococcal histidine triad protein ,27.00; 5.00;,Strep_his_triad,51,,Family
PF14404.5,,Ribosomally synthesized peptide in Streptomyces species,25.00; 25.00;,Strep_pep,63,,Family
PF06696.10,,Streptococcal surface antigen repeat,26.00; 26.00;,Strep_SA_rep,25,,Repeat
PF01657.16,,Salt stress response/antifungal,25.00; 25.00;,Stress-antifung,95,,Family
PF08232.11,,Striatin family,27.00; 27.00;,Striatin,154,,Family
PF10266.8,,Hereditary spastic paraplegia protein strumpellin,25.00; 25.00;,Strumpellin,1087,,Family
PF03088.15,CL0186,Strictosidine synthase,20.80; 20.80;,Str_synth,89,,Family
PF02516.13,CL0111,Oligosaccharyl transferase STT3 subunit,27.90; 27.90;,STT3,488,,Family
PF17562.1,,Styelin A-E,27.00; 27.00;,Styelin,59,,Family
PF03481.12,CL0113,Putative GTP-binding controlling metal-binding,22.90; 22.90;,SUA5,92,,Domain
PF01300.17,,Telomere recombination,24.90; 24.90;,Sua5_yciO_yrdC,179,,Family
